TNATURE;IENTITY;IBP;IVERSION;ISTRAT;ISCEN;CTP;MVAL
DIVID_REQ;15;1;1;1;1;6;1000
RENTS;16;1;1;1;1;6;100
CHARGES;16;1;1;1;1;6;-20
WORKS;16;1;1;1;1;6;-20
AMTZ;16;1;1;1;1;6;-20
DIVID_REQ;16;1;1;1;1;6;1000
RENTS;17;1;1;1;1;6;100
CHARGES;17;1;1;1;1;6;-20
WORKS;17;1;1;1;1;6;-20
AMTZ;17;1;1;1;1;6;-20
DIVID_REQ;17;1;1;1;1;6;1000
RENTS;18;1;1;1;1;6;100
CHARGES;18;1;1;1;1;6;-20
WORKS;18;1;1;1;1;6;-20
AMTZ;18;1;1;1;1;6;-20
DIVID_REQ;18;1;1;1;1;6;1000
RENTS;19;1;1;1;1;6;100
CHARGES;19;1;1;1;1;6;-20
WORKS;19;1;1;1;1;6;-20
AMTZ;19;1;1;1;1;6;-20
RENTS;20;1;1;1;1;6;100
CHARGES;20;1;1;1;1;6;-20
WORKS;20;1;1;1;1;6;-20
AMTZ;20;1;1;1;1;6;-20
DIVID_REQ;20;1;1;1;1;6;1000
RENTS;21;1;1;1;1;6;100
CHARGES;21;1;1;1;1;6;-20
WORKS;21;1;1;1;1;6;-20
AMTZ;21;1;1;1;1;6;-20
DIVID_REQ;21;1;1;1;1;6;1000
RENTS;22;1;1;1;1;6;100
CHARGES;22;1;1;1;1;6;-20
WORKS;22;1;1;1;1;6;-20
AMTZ;22;1;1;1;1;6;-20
RENTS;23;1;1;1;1;6;100
CHARGES;23;1;1;1;1;6;-20
WORKS;23;1;1;1;1;6;-20
AMTZ;23;1;1;1;1;6;-20
DIVID_REQ;23;1;1;1;1;6;1000
RENTS;1;1;1;1;1;7;100
CHARGES;1;1;1;1;1;7;-20
WORKS;1;1;1;1;1;7;-20
AMTZ;1;1;1;1;1;7;-20
RENTS;2;1;1;1;1;7;100
CHARGES;2;1;1;1;1;7;-20
WORKS;2;1;1;1;1;7;-20
AMTZ;2;1;1;1;1;7;-20
RENTS;3;1;1;1;1;7;100
CHARGES;3;1;1;1;1;7;-20
WORKS;3;1;1;1;1;7;-20
AMTZ;3;1;1;1;1;7;-20
RENTS;4;1;1;1;1;7;100
CHARGES;4;1;1;1;1;7;-20
WORKS;4;1;1;1;1;7;-20
AMTZ;4;1;1;1;1;7;-20
RENTS;5;1;1;1;1;7;100
CHARGES;5;1;1;1;1;7;-20
WORKS;5;1;1;1;1;7;-20
AMTZ;5;1;1;1;1;7;-20
RENTS;6;1;1;1;1;7;100
CHARGES;6;1;1;1;1;7;-20
WORKS;6;1;1;1;1;7;-20
AMTZ;6;1;1;1;1;7;-20
RENTS;7;1;1;1;1;7;100
CHARGES;7;1;1;1;1;7;-20
WORKS;7;1;1;1;1;7;-20
AMTZ;7;1;1;1;1;7;-20
DIVID_REQ;7;1;1;1;1;7;1000
RENTS;8;1;1;1;1;7;100
CHARGES;8;1;1;1;1;7;-20
WORKS;8;1;1;1;1;7;-20
AMTZ;8;1;1;1;1;7;-20
DIVID_REQ;8;1;1;1;1;7;1000
RENTS;9;1;1;1;1;7;100
CHARGES;9;1;1;1;1;7;-20
WORKS;9;1;1;1;1;7;-20
AMTZ;9;1;1;1;1;7;-20
DIVID_REQ;9;1;1;1;1;7;1000
RENTS;10;1;1;1;1;7;100
CHARGES;10;1;1;1;1;7;-20
WORKS;10;1;1;1;1;7;-20
AMTZ;10;1;1;1;1;7;-20
DIVID_REQ;10;1;1;1;1;7;1000
RENTS;11;1;1;1;1;7;100
CHARGES;11;1;1;1;1;7;-20
WORKS;11;1;1;1;1;7;-20
AMTZ;11;1;1;1;1;7;-20
DIVID_REQ;11;1;1;1;1;7;1000
RENTS;12;1;1;1;1;7;100
CHARGES;12;1;1;1;1;7;-20
WORKS;12;1;1;1;1;7;-20
AMTZ;12;1;1;1;1;7;-20
RENTS;13;1;1;1;1;7;100
CHARGES;13;1;1;1;1;7;-20
WORKS;13;1;1;1;1;7;-20
AMTZ;13;1;1;1;1;7;-20
RENTS;14;1;1;1;1;7;100
CHARGES;14;1;1;1;1;7;-20
WORKS;14;1;1;1;1;7;-20
AMTZ;14;1;1;1;1;7;-20
DIVID_REQ;14;1;1;1;1;7;1000
RENTS;15;1;1;1;1;7;100
CHARGES;15;1;1;1;1;7;-20
WORKS;15;1;1;1;1;7;-20
AMTZ;15;1;1;1;1;7;-20
DIVID_REQ;15;1;1;1;1;7;1000
RENTS;16;1;1;1;1;7;100
CHARGES;16;1;1;1;1;7;-20
WORKS;16;1;1;1;1;7;-20
AMTZ;16;1;1;1;1;7;-20
DIVID_REQ;16;1;1;1;1;7;1000
RENTS;17;1;1;1;1;7;100
CHARGES;17;1;1;1;1;7;-20
WORKS;17;1;1;1;1;7;-20
AMTZ;17;1;1;1;1;7;-20
DIVID_REQ;17;1;1;1;1;7;1000
RENTS;18;1;1;1;1;7;100
CHARGES;18;1;1;1;1;7;-20
WORKS;18;1;1;1;1;7;-20
AMTZ;18;1;1;1;1;7;-20
DIVID_REQ;18;1;1;1;1;7;1000
RENTS;19;1;1;1;1;7;100
CHARGES;19;1;1;1;1;7;-20
WORKS;19;1;1;1;1;7;-20
AMTZ;19;1;1;1;1;7;-20
RENTS;20;1;1;1;1;7;100
CHARGES;20;1;1;1;1;7;-20
WORKS;20;1;1;1;1;7;-20
AMTZ;20;1;1;1;1;7;-20
DIVID_REQ;20;1;1;1;1;7;1000
RENTS;21;1;1;1;1;7;100
CHARGES;21;1;1;1;1;7;-20
WORKS;21;1;1;1;1;7;-20
AMTZ;21;1;1;1;1;7;-20
DIVID_REQ;21;1;1;1;1;7;1000
RENTS;22;1;1;1;1;7;100
CHARGES;22;1;1;1;1;7;-20
WORKS;22;1;1;1;1;7;-20
AMTZ;22;1;1;1;1;7;-20
RENTS;23;1;1;1;1;7;100
CHARGES;23;1;1;1;1;7;-20
WORKS;23;1;1;1;1;7;-20
AMTZ;23;1;1;1;1;7;-20
DIVID_REQ;23;1;1;1;1;7;1000
RENTS;1;1;1;1;1;8;100
CHARGES;1;1;1;1;1;8;-20
WORKS;1;1;1;1;1;8;-20
AMTZ;1;1;1;1;1;8;-20
RENTS;2;1;1;1;1;8;100
CHARGES;2;1;1;1;1;8;-20
WORKS;2;1;1;1;1;8;-20
AMTZ;2;1;1;1;1;8;-20
RENTS;3;1;1;1;1;8;100
CHARGES;3;1;1;1;1;8;-20
WORKS;3;1;1;1;1;8;-20
AMTZ;3;1;1;1;1;8;-20
RENTS;4;1;1;1;1;8;100
CHARGES;4;1;1;1;1;8;-20
WORKS;4;1;1;1;1;8;-20
AMTZ;4;1;1;1;1;8;-20
RENTS;5;1;1;1;1;8;100
CHARGES;5;1;1;1;1;8;-20
WORKS;5;1;1;1;1;8;-20
AMTZ;5;1;1;1;1;8;-20
RENTS;6;1;1;1;1;8;100
CHARGES;6;1;1;1;1;8;-20
WORKS;6;1;1;1;1;8;-20
AMTZ;6;1;1;1;1;8;-20
RENTS;7;1;1;1;1;8;100
CHARGES;7;1;1;1;1;8;-20
WORKS;7;1;1;1;1;8;-20
AMTZ;7;1;1;1;1;8;-20
DIVID_REQ;7;1;1;1;1;8;1000
RENTS;8;1;1;1;1;8;100
CHARGES;8;1;1;1;1;8;-20
WORKS;8;1;1;1;1;8;-20
AMTZ;8;1;1;1;1;8;-20
DIVID_REQ;8;1;1;1;1;8;1000
RENTS;9;1;1;1;1;8;100
CHARGES;9;1;1;1;1;8;-20
WORKS;9;1;1;1;1;8;-20
AMTZ;9;1;1;1;1;8;-20
DIVID_REQ;9;1;1;1;1;8;1000
RENTS;10;1;1;1;1;8;100
CHARGES;10;1;1;1;1;8;-20
WORKS;10;1;1;1;1;8;-20
AMTZ;10;1;1;1;1;8;-20
DIVID_REQ;10;1;1;1;1;8;1000
RENTS;11;1;1;1;1;8;100
CHARGES;11;1;1;1;1;8;-20
WORKS;11;1;1;1;1;8;-20
AMTZ;11;1;1;1;1;8;-20
DIVID_REQ;11;1;1;1;1;8;1000
RENTS;12;1;1;1;1;8;100
CHARGES;12;1;1;1;1;8;-20
WORKS;12;1;1;1;1;8;-20
AMTZ;12;1;1;1;1;8;-20
RENTS;13;1;1;1;1;8;100
CHARGES;13;1;1;1;1;8;-20
WORKS;13;1;1;1;1;8;-20
AMTZ;13;1;1;1;1;8;-20
RENTS;14;1;1;1;1;8;100
CHARGES;14;1;1;1;1;8;-20
WORKS;14;1;1;1;1;8;-20
AMTZ;14;1;1;1;1;8;-20
DIVID_REQ;14;1;1;1;1;8;1000
RENTS;15;1;1;1;1;8;100
CHARGES;15;1;1;1;1;8;-20
WORKS;15;1;1;1;1;8;-20
AMTZ;15;1;1;1;1;8;-20
DIVID_REQ;15;1;1;1;1;8;1000
RENTS;16;1;1;1;1;8;100
CHARGES;16;1;1;1;1;8;-20
WORKS;16;1;1;1;1;8;-20
AMTZ;16;1;1;1;1;8;-20
DIVID_REQ;16;1;1;1;1;8;1000
RENTS;17;1;1;1;1;8;100
CHARGES;17;1;1;1;1;8;-20
WORKS;17;1;1;1;1;8;-20
AMTZ;17;1;1;1;1;8;-20
DIVID_REQ;17;1;1;1;1;8;1000
RENTS;18;1;1;1;1;8;100
CHARGES;18;1;1;1;1;8;-20
WORKS;18;1;1;1;1;8;-20
AMTZ;18;1;1;1;1;8;-20
DIVID_REQ;18;1;1;1;1;8;1000
RENTS;19;1;1;1;1;8;100
CHARGES;19;1;1;1;1;8;-20
WORKS;19;1;1;1;1;8;-20
AMTZ;19;1;1;1;1;8;-20
RENTS;20;1;1;1;1;8;100
CHARGES;20;1;1;1;1;8;-20
WORKS;20;1;1;1;1;8;-20
AMTZ;20;1;1;1;1;8;-20
DIVID_REQ;20;1;1;1;1;8;1000
RENTS;21;1;1;1;1;8;100
CHARGES;21;1;1;1;1;8;-20
WORKS;21;1;1;1;1;8;-20
AMTZ;21;1;1;1;1;8;-20
DIVID_REQ;21;1;1;1;1;8;1000
RENTS;22;1;1;1;1;8;100
CHARGES;22;1;1;1;1;8;-20
WORKS;22;1;1;1;1;8;-20
AMTZ;22;1;1;1;1;8;-20
RENTS;23;1;1;1;1;8;100
CHARGES;23;1;1;1;1;8;-20
WORKS;23;1;1;1;1;8;-20
AMTZ;23;1;1;1;1;8;-20
DIVID_REQ;23;1;1;1;1;8;1000
RENTS;1;1;1;1;1;9;100
CHARGES;1;1;1;1;1;9;-20
WORKS;1;1;1;1;1;9;-20
AMTZ;1;1;1;1;1;9;-20
RENTS;2;1;1;1;1;9;100
CHARGES;2;1;1;1;1;9;-20
WORKS;2;1;1;1;1;9;-20
AMTZ;2;1;1;1;1;9;-20
RENTS;3;1;1;1;1;9;100
CHARGES;3;1;1;1;1;9;-20
WORKS;3;1;1;1;1;9;-20
AMTZ;3;1;1;1;1;9;-20
RENTS;4;1;1;1;1;9;100
CHARGES;4;1;1;1;1;9;-20
WORKS;4;1;1;1;1;9;-20
AMTZ;4;1;1;1;1;9;-20
RENTS;5;1;1;1;1;9;100
CHARGES;5;1;1;1;1;9;-20
WORKS;5;1;1;1;1;9;-20
AMTZ;5;1;1;1;1;9;-20
RENTS;6;1;1;1;1;9;100
CHARGES;6;1;1;1;1;9;-20
WORKS;6;1;1;1;1;9;-20
AMTZ;6;1;1;1;1;9;-20
RENTS;7;1;1;1;1;9;100
CHARGES;7;1;1;1;1;9;-20
WORKS;7;1;1;1;1;9;-20
AMTZ;7;1;1;1;1;9;-20
DIVID_REQ;7;1;1;1;1;9;1000
RENTS;8;1;1;1;1;9;100
CHARGES;8;1;1;1;1;9;-20
WORKS;8;1;1;1;1;9;-20
AMTZ;8;1;1;1;1;9;-20
DIVID_REQ;8;1;1;1;1;9;1000
RENTS;9;1;1;1;1;9;100
CHARGES;9;1;1;1;1;9;-20
WORKS;9;1;1;1;1;9;-20
AMTZ;9;1;1;1;1;9;-20
DIVID_REQ;9;1;1;1;1;9;1000
RENTS;10;1;1;1;1;9;100
CHARGES;10;1;1;1;1;9;-20
WORKS;10;1;1;1;1;9;-20
AMTZ;10;1;1;1;1;9;-20
DIVID_REQ;10;1;1;1;1;9;1000
RENTS;11;1;1;1;1;9;100
CHARGES;11;1;1;1;1;9;-20
WORKS;11;1;1;1;1;9;-20
AMTZ;11;1;1;1;1;9;-20
DIVID_REQ;11;1;1;1;1;9;1000
RENTS;12;1;1;1;1;9;100
CHARGES;12;1;1;1;1;9;-20
WORKS;12;1;1;1;1;9;-20
AMTZ;12;1;1;1;1;9;-20
RENTS;13;1;1;1;1;9;100
CHARGES;13;1;1;1;1;9;-20
WORKS;13;1;1;1;1;9;-20
AMTZ;13;1;1;1;1;9;-20
RENTS;14;1;1;1;1;9;100
CHARGES;14;1;1;1;1;9;-20
WORKS;14;1;1;1;1;9;-20
AMTZ;14;1;1;1;1;9;-20
DIVID_REQ;14;1;1;1;1;9;1000
RENTS;15;1;1;1;1;9;100
CHARGES;15;1;1;1;1;9;-20
WORKS;15;1;1;1;1;9;-20
AMTZ;15;1;1;1;1;9;-20
DIVID_REQ;15;1;1;1;1;9;1000
RENTS;16;1;1;1;1;9;100
CHARGES;16;1;1;1;1;9;-20
WORKS;16;1;1;1;1;9;-20
AMTZ;16;1;1;1;1;9;-20
DIVID_REQ;16;1;1;1;1;9;1000
RENTS;17;1;1;1;1;9;100
CHARGES;17;1;1;1;1;9;-20
WORKS;17;1;1;1;1;9;-20
AMTZ;17;1;1;1;1;9;-20
DIVID_REQ;17;1;1;1;1;9;1000
RENTS;18;1;1;1;1;9;100
CHARGES;18;1;1;1;1;9;-20
WORKS;18;1;1;1;1;9;-20
AMTZ;18;1;1;1;1;9;-20
DIVID_REQ;18;1;1;1;1;9;1000
RENTS;19;1;1;1;1;9;100
CHARGES;19;1;1;1;1;9;-20
WORKS;19;1;1;1;1;9;-20
AMTZ;19;1;1;1;1;9;-20
RENTS;20;1;1;1;1;9;100
CHARGES;20;1;1;1;1;9;-20
WORKS;20;1;1;1;1;9;-20
AMTZ;20;1;1;1;1;9;-20
DIVID_REQ;20;1;1;1;1;9;1000
RENTS;21;1;1;1;1;9;100
CHARGES;21;1;1;1;1;9;-20
WORKS;21;1;1;1;1;9;-20
AMTZ;21;1;1;1;1;9;-20
DIVID_REQ;21;1;1;1;1;9;1000
RENTS;22;1;1;1;1;9;100
CHARGES;22;1;1;1;1;9;-20
WORKS;22;1;1;1;1;9;-20
AMTZ;22;1;1;1;1;9;-20
RENTS;23;1;1;1;1;9;100
CHARGES;23;1;1;1;1;9;-20
WORKS;23;1;1;1;1;9;-20
AMTZ;23;1;1;1;1;9;-20
DIVID_REQ;23;1;1;1;1;9;1000
RENTS;1;1;1;1;1;10;100
CHARGES;1;1;1;1;1;10;-20
WORKS;1;1;1;1;1;10;-20
AMTZ;1;1;1;1;1;10;-20
RENTS;2;1;1;1;1;10;100
CHARGES;2;1;1;1;1;10;-20
WORKS;2;1;1;1;1;10;-20
AMTZ;2;1;1;1;1;10;-20
RENTS;3;1;1;1;1;10;100
CHARGES;3;1;1;1;1;10;-20
WORKS;3;1;1;1;1;10;-20
AMTZ;3;1;1;1;1;10;-20
RENTS;4;1;1;1;1;10;100
CHARGES;4;1;1;1;1;10;-20
WORKS;4;1;1;1;1;10;-20
AMTZ;4;1;1;1;1;10;-20
RENTS;5;1;1;1;1;10;100
CHARGES;5;1;1;1;1;10;-20
WORKS;5;1;1;1;1;10;-20
AMTZ;5;1;1;1;1;10;-20
RENTS;6;1;1;1;1;10;100
CHARGES;6;1;1;1;1;10;-20
WORKS;6;1;1;1;1;10;-20
AMTZ;6;1;1;1;1;10;-20
RENTS;7;1;1;1;1;10;100
CHARGES;7;1;1;1;1;10;-20
WORKS;7;1;1;1;1;10;-20
AMTZ;7;1;1;1;1;10;-20
DIVID_REQ;7;1;1;1;1;10;1000
RENTS;8;1;1;1;1;10;100
CHARGES;8;1;1;1;1;10;-20
WORKS;8;1;1;1;1;10;-20
AMTZ;8;1;1;1;1;10;-20
DIVID_REQ;8;1;1;1;1;10;1000
RENTS;9;1;1;1;1;10;100
CHARGES;9;1;1;1;1;10;-20
WORKS;9;1;1;1;1;10;-20
AMTZ;9;1;1;1;1;10;-20
DIVID_REQ;9;1;1;1;1;10;1000
RENTS;10;1;1;1;1;10;100
CHARGES;10;1;1;1;1;10;-20
WORKS;10;1;1;1;1;10;-20
AMTZ;10;1;1;1;1;10;-20
DIVID_REQ;10;1;1;1;1;10;1000
RENTS;11;1;1;1;1;10;100
CHARGES;11;1;1;1;1;10;-20
WORKS;11;1;1;1;1;10;-20
AMTZ;11;1;1;1;1;10;-20
DIVID_REQ;11;1;1;1;1;10;1000
RENTS;12;1;1;1;1;10;100
CHARGES;12;1;1;1;1;10;-20
WORKS;12;1;1;1;1;10;-20
AMTZ;12;1;1;1;1;10;-20
RENTS;13;1;1;1;1;10;100
CHARGES;13;1;1;1;1;10;-20
WORKS;13;1;1;1;1;10;-20
AMTZ;13;1;1;1;1;10;-20
RENTS;14;1;1;1;1;10;100
CHARGES;14;1;1;1;1;10;-20
WORKS;14;1;1;1;1;10;-20
AMTZ;14;1;1;1;1;10;-20
DIVID_REQ;14;1;1;1;1;10;1000
RENTS;15;1;1;1;1;10;100
CHARGES;15;1;1;1;1;10;-20
WORKS;15;1;1;1;1;10;-20
AMTZ;15;1;1;1;1;10;-20
DIVID_REQ;15;1;1;1;1;10;1000
RENTS;16;1;1;1;1;10;100
CHARGES;16;1;1;1;1;10;-20
WORKS;16;1;1;1;1;10;-20
AMTZ;16;1;1;1;1;10;-20
DIVID_REQ;16;1;1;1;1;10;1000
RENTS;17;1;1;1;1;10;100
CHARGES;17;1;1;1;1;10;-20
WORKS;17;1;1;1;1;10;-20
AMTZ;17;1;1;1;1;10;-20
DIVID_REQ;17;1;1;1;1;10;1000
RENTS;18;1;1;1;1;10;100
CHARGES;18;1;1;1;1;10;-20
WORKS;18;1;1;1;1;10;-20
AMTZ;18;1;1;1;1;10;-20
DIVID_REQ;18;1;1;1;1;10;1000
RENTS;19;1;1;1;1;10;100
CHARGES;19;1;1;1;1;10;-20
WORKS;19;1;1;1;1;10;-20
AMTZ;19;1;1;1;1;10;-20
RENTS;20;1;1;1;1;10;100
CHARGES;20;1;1;1;1;10;-20
WORKS;20;1;1;1;1;10;-20
AMTZ;20;1;1;1;1;10;-20
DIVID_REQ;20;1;1;1;1;10;1000
RENTS;21;1;1;1;1;10;100
CHARGES;21;1;1;1;1;10;-20
WORKS;21;1;1;1;1;10;-20
AMTZ;21;1;1;1;1;10;-20
DIVID_REQ;21;1;1;1;1;10;1000
RENTS;22;1;1;1;1;10;100
CHARGES;22;1;1;1;1;10;-20
WORKS;22;1;1;1;1;10;-20
AMTZ;22;1;1;1;1;10;-20
RENTS;23;1;1;1;1;10;100
CHARGES;23;1;1;1;1;10;-20
WORKS;23;1;1;1;1;10;-20
AMTZ;23;1;1;1;1;10;-20
DIVID_REQ;23;1;1;1;1;10;1000
RENTS;1;1;1;1;1;11;100
CHARGES;1;1;1;1;1;11;-20
WORKS;1;1;1;1;1;11;-20
AMTZ;1;1;1;1;1;11;-20
RENTS;2;1;1;1;1;11;100
CHARGES;2;1;1;1;1;11;-20
WORKS;2;1;1;1;1;11;-20
AMTZ;2;1;1;1;1;11;-20
RENTS;3;1;1;1;1;11;100
CHARGES;3;1;1;1;1;11;-20
WORKS;3;1;1;1;1;11;-20
AMTZ;3;1;1;1;1;11;-20
RENTS;4;1;1;1;1;11;100
CHARGES;4;1;1;1;1;11;-20
WORKS;4;1;1;1;1;11;-20
AMTZ;4;1;1;1;1;11;-20
RENTS;5;1;1;1;1;11;100
CHARGES;5;1;1;1;1;11;-20
WORKS;5;1;1;1;1;11;-20
AMTZ;5;1;1;1;1;11;-20
RENTS;6;1;1;1;1;11;100
CHARGES;6;1;1;1;1;11;-20
WORKS;6;1;1;1;1;11;-20
AMTZ;6;1;1;1;1;11;-20
RENTS;7;1;1;1;1;11;100
CHARGES;7;1;1;1;1;11;-20
WORKS;7;1;1;1;1;11;-20
AMTZ;7;1;1;1;1;11;-20
DIVID_REQ;7;1;1;1;1;11;1000
RENTS;8;1;1;1;1;11;100
CHARGES;8;1;1;1;1;11;-20
WORKS;8;1;1;1;1;11;-20
AMTZ;8;1;1;1;1;11;-20
DIVID_REQ;8;1;1;1;1;11;1000
RENTS;9;1;1;1;1;11;100
CHARGES;9;1;1;1;1;11;-20
WORKS;9;1;1;1;1;11;-20
AMTZ;9;1;1;1;1;11;-20
DIVID_REQ;9;1;1;1;1;11;1000
RENTS;10;1;1;1;1;11;100
CHARGES;10;1;1;1;1;11;-20
WORKS;10;1;1;1;1;11;-20
AMTZ;10;1;1;1;1;11;-20
DIVID_REQ;10;1;1;1;1;11;1000
RENTS;11;1;1;1;1;11;100
CHARGES;11;1;1;1;1;11;-20
WORKS;11;1;1;1;1;11;-20
AMTZ;11;1;1;1;1;11;-20
DIVID_REQ;11;1;1;1;1;11;1000
RENTS;12;1;1;1;1;11;100
CHARGES;12;1;1;1;1;11;-20
WORKS;12;1;1;1;1;11;-20
AMTZ;12;1;1;1;1;11;-20
RENTS;13;1;1;1;1;11;100
CHARGES;13;1;1;1;1;11;-20
WORKS;13;1;1;1;1;11;-20
AMTZ;13;1;1;1;1;11;-20
RENTS;14;1;1;1;1;11;100
CHARGES;14;1;1;1;1;11;-20
WORKS;14;1;1;1;1;11;-20
AMTZ;14;1;1;1;1;11;-20
DIVID_REQ;14;1;1;1;1;11;1000
RENTS;15;1;1;1;1;11;100
CHARGES;15;1;1;1;1;11;-20
WORKS;15;1;1;1;1;11;-20
AMTZ;15;1;1;1;1;11;-20
DIVID_REQ;15;1;1;1;1;11;1000
RENTS;16;1;1;1;1;11;100
CHARGES;16;1;1;1;1;11;-20
WORKS;16;1;1;1;1;11;-20
AMTZ;16;1;1;1;1;11;-20
DIVID_REQ;16;1;1;1;1;11;1000
RENTS;17;1;1;1;1;11;100
CHARGES;17;1;1;1;1;11;-20
WORKS;17;1;1;1;1;11;-20
AMTZ;17;1;1;1;1;11;-20
DIVID_REQ;17;1;1;1;1;11;1000
RENTS;18;1;1;1;1;11;100
CHARGES;18;1;1;1;1;11;-20
WORKS;18;1;1;1;1;11;-20
AMTZ;18;1;1;1;1;11;-20
DIVID_REQ;18;1;1;1;1;11;1000
RENTS;19;1;1;1;1;11;100
CHARGES;19;1;1;1;1;11;-20
WORKS;19;1;1;1;1;11;-20
AMTZ;19;1;1;1;1;11;-20
RENTS;20;1;1;1;1;11;100
CHARGES;20;1;1;1;1;11;-20
WORKS;20;1;1;1;1;11;-20
AMTZ;20;1;1;1;1;11;-20
DIVID_REQ;20;1;1;1;1;11;1000
RENTS;21;1;1;1;1;11;100
CHARGES;21;1;1;1;1;11;-20
WORKS;21;1;1;1;1;11;-20
AMTZ;21;1;1;1;1;11;-20
DIVID_REQ;21;1;1;1;1;11;1000
RENTS;22;1;1;1;1;11;100
CHARGES;22;1;1;1;1;11;-20
WORKS;22;1;1;1;1;11;-20
AMTZ;22;1;1;1;1;11;-20
RENTS;23;1;1;1;1;11;100
CHARGES;23;1;1;1;1;11;-20
WORKS;23;1;1;1;1;11;-20
AMTZ;23;1;1;1;1;11;-20
DIVID_REQ;23;1;1;1;1;11;1000
RENTS;1;1;1;1;1;12;100
CHARGES;1;1;1;1;1;12;-20
WORKS;1;1;1;1;1;12;-20
AMTZ;1;1;1;1;1;12;-20
RENTS;2;1;1;1;1;12;100
CHARGES;2;1;1;1;1;12;-20
WORKS;2;1;1;1;1;12;-20
AMTZ;2;1;1;1;1;12;-20
RENTS;3;1;1;1;1;12;100
CHARGES;3;1;1;1;1;12;-20
WORKS;3;1;1;1;1;12;-20
AMTZ;3;1;1;1;1;12;-20
RENTS;4;1;1;1;1;12;100
CHARGES;4;1;1;1;1;12;-20
WORKS;4;1;1;1;1;12;-20
AMTZ;4;1;1;1;1;12;-20
RENTS;5;1;1;1;1;12;100
CHARGES;5;1;1;1;1;12;-20
WORKS;5;1;1;1;1;12;-20
AMTZ;5;1;1;1;1;12;-20
RENTS;6;1;1;1;1;12;100
CHARGES;6;1;1;1;1;12;-20
WORKS;6;1;1;1;1;12;-20
AMTZ;6;1;1;1;1;12;-20
RENTS;7;1;1;1;1;12;100
CHARGES;7;1;1;1;1;12;-20
WORKS;7;1;1;1;1;12;-20
AMTZ;7;1;1;1;1;12;-20
DIVID_REQ;7;1;1;1;1;12;1000
RENTS;8;1;1;1;1;12;100
CHARGES;8;1;1;1;1;12;-20
WORKS;8;1;1;1;1;12;-20
AMTZ;8;1;1;1;1;12;-20
DIVID_REQ;8;1;1;1;1;12;1000
RENTS;9;1;1;1;1;12;100
CHARGES;9;1;1;1;1;12;-20
WORKS;9;1;1;1;1;12;-20
AMTZ;9;1;1;1;1;12;-20
DIVID_REQ;9;1;1;1;1;12;1000
RENTS;10;1;1;1;1;12;100
CHARGES;10;1;1;1;1;12;-20
WORKS;10;1;1;1;1;12;-20
AMTZ;10;1;1;1;1;12;-20
DIVID_REQ;10;1;1;1;1;12;1000
RENTS;11;1;1;1;1;12;100
CHARGES;11;1;1;1;1;12;-20
WORKS;11;1;1;1;1;12;-20
AMTZ;11;1;1;1;1;12;-20
DIVID_REQ;11;1;1;1;1;12;1000
RENTS;12;1;1;1;1;12;100
CHARGES;12;1;1;1;1;12;-20
WORKS;12;1;1;1;1;12;-20
AMTZ;12;1;1;1;1;12;-20
RENTS;13;1;1;1;1;12;100
CHARGES;13;1;1;1;1;12;-20
WORKS;13;1;1;1;1;12;-20
AMTZ;13;1;1;1;1;12;-20
RENTS;14;1;1;1;1;12;100
CHARGES;14;1;1;1;1;12;-20
WORKS;14;1;1;1;1;12;-20
AMTZ;14;1;1;1;1;12;-20
DIVID_REQ;14;1;1;1;1;12;1000
RENTS;15;1;1;1;1;12;100
CHARGES;15;1;1;1;1;12;-20
WORKS;15;1;1;1;1;12;-20
AMTZ;15;1;1;1;1;12;-20
DIVID_REQ;15;1;1;1;1;12;1000
RENTS;16;1;1;1;1;12;100
CHARGES;16;1;1;1;1;12;-20
WORKS;16;1;1;1;1;12;-20
AMTZ;16;1;1;1;1;12;-20
DIVID_REQ;16;1;1;1;1;12;1000
RENTS;17;1;1;1;1;12;100
CHARGES;17;1;1;1;1;12;-20
WORKS;17;1;1;1;1;12;-20
AMTZ;17;1;1;1;1;12;-20
DIVID_REQ;17;1;1;1;1;12;1000
RENTS;18;1;1;1;1;12;100
CHARGES;18;1;1;1;1;12;-20
WORKS;18;1;1;1;1;12;-20
AMTZ;18;1;1;1;1;12;-20
DIVID_REQ;18;1;1;1;1;12;1000
RENTS;19;1;1;1;1;12;100
CHARGES;19;1;1;1;1;12;-20
WORKS;19;1;1;1;1;12;-20
AMTZ;19;1;1;1;1;12;-20
RENTS;20;1;1;1;1;12;100
CHARGES;20;1;1;1;1;12;-20
WORKS;20;1;1;1;1;12;-20
AMTZ;20;1;1;1;1;12;-20
DIVID_REQ;20;1;1;1;1;12;1000
RENTS;21;1;1;1;1;12;100
CHARGES;21;1;1;1;1;12;-20
WORKS;21;1;1;1;1;12;-20
AMTZ;21;1;1;1;1;12;-20
DIVID_REQ;21;1;1;1;1;12;1000
RENTS;22;1;1;1;1;12;100
CHARGES;22;1;1;1;1;12;-20
WORKS;22;1;1;1;1;12;-20
AMTZ;22;1;1;1;1;12;-20
RENTS;23;1;1;1;1;12;100
CHARGES;23;1;1;1;1;12;-20
WORKS;23;1;1;1;1;12;-20
AMTZ;23;1;1;1;1;12;-20
DIVID_REQ;23;1;1;1;1;12;1000
AMTZ;1;1;1;1;1;13;-20
AMTZ;2;1;1;1;1;13;-20
AMTZ;3;1;1;1;1;13;-20
AMTZ;4;1;1;1;1;13;-20
